advertiser,ad_unit,ad_ctr,revenue,impressions,ecpm
Peter Thomas Roth Labs,21839579524 » am-android-foryou-large-ib-low,0.00%,0.18,54,3.30
Peter Thomas Roth Labs,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.20,36,5.54
Pets Place,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Pets at Home,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Pfaelzer Brothers,21839579524 » am-android-foryou-large-ib-high,1.52%,3.95,329,12.01
Pfaelzer Brothers,21839579524 » am-android-foryou-large-ib-low,0.47%,0.64,212,3.02
Pfaelzer Brothers,21839579524 » am-android-foryou-large-ib-medium,0.66%,1.53,305,5.03
Pfizer,21839579524 » am-android-foryou-large-ib-high,0.54%,2.23,186,12.01
Pfizer,21839579524 » am-android-foryou-large-ib-low,0.00%,0.21,69,3.01
Pfizer,21839579524 » am-android-foryou-large-ib-medium,0.62%,0.81,160,5.09
Pga Tour - Duplicate - 313057,21839579524 » am-android-foryou-large-ib-high,3.11%,2.34,193,12.15
Pga Tour - Duplicate - 313057,21839579524 » am-android-foryou-large-ib-low,0.56%,6.43,"2,126",3.02
Pga Tour - Duplicate - 313057,21839579524 » am-android-foryou-large-ib-medium,1.10%,5.52,"1,095",5.04
Phillips-Van Heusen Corporation,21839579524 » am-android-foryou-large-ib-high,0.93%,17.09,"1,395",12.25
Phillips-Van Heusen Corporation,21839579524 » am-android-foryou-large-ib-low,0.83%,4.05,"1,323",3.06
Phillips-Van Heusen Corporation,21839579524 » am-android-foryou-large-ib-medium,0.84%,8.02,"1,552",5.17
Phoenixgames - Phoenixgames.com,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.00
PhoneWatch,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,34,3.00
PhoneWatch,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
Photobox,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Piaggio Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Picanova,21839579524 » am-android-foryou-large-ib-high,1.08%,18.95,"1,567",12.09
Picanova,21839579524 » am-android-foryou-large-ib-low,0.37%,5.74,"1,892",3.04
Picanova,21839579524 » am-android-foryou-large-ib-medium,0.63%,9.57,"1,892",5.06
Picard,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Picard,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Pieces Auto Services,21839579524 » am-android-foryou-large-ib-high,0.00%,0.08,7,12.01
Pieces Auto Services,21839579524 » am-android-foryou-large-ib-low,0.00%,0.11,38,3.02
Pieces Auto Services,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.17,33,5.01
Piedmont Technical College,21839579524 » am-android-foryou-large-ib-high,0.00%,0.07,4,16.27
Piedmont Technical College,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,7,3.78
Piedmont Technical College,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,5,7.13
Pierce,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Pierce,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.66
Pikolinos Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.00
Pikoya Ltd,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.01
Pima Medical Institute,21839579524 » am-android-foryou-large-ib-high,0.00%,0.05,4,12.01
Pima Medical Institute,21839579524 » am-android-foryou-large-ib-low,0.00%,0.07,22,3.01
Pima Medical Institute,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.10,20,5.01
Pipedrive,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Plan International,21839579524 » am-android-foryou-large-ib-low,0.00%,0.09,31,3.04
Plan International,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.00
Plarium,21839579524 » am-android-foryou-large-ib-high,0.27%,53.49,"4,397",12.17
Plarium,21839579524 » am-android-foryou-large-ib-low,0.22%,5.49,"1,779",3.08
Plarium,21839579524 » am-android-foryou-large-ib-medium,0.12%,12.61,"2,472",5.10
Platinum Guild International Jewelry,21839579524 » am-android-foryou-large-ib-high,1.48%,1.69,135,12.49
Platinum Guild International Jewelry,21839579524 » am-android-foryou-large-ib-low,0.00%,0.07,22,3.05
Platinum Guild International Jewelry,21839579524 » am-android-foryou-large-ib-medium,4.55%,0.34,66,5.15
Platinum Player,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,4,15.50
Platinum Player,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Platinum Player,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.82
Platinum Skin Care,21839579524 » am-android-foryou-large-ib-high,1.27%,17.31,"1,418",12.21
Platinum Skin Care,21839579524 » am-android-foryou-large-ib-low,0.30%,4.10,"1,341",3.06
Platinum Skin Care,21839579524 » am-android-foryou-large-ib-medium,0.42%,8.61,"1,677",5.13
PlayKids,21839579524 » am-android-foryou-large-ib-high,0.00%,0.13,11,12.00
PlayKids,21839579524 » am-android-foryou-large-ib-low,0.00%,0.23,77,3.04
PlayKids,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.24,47,5.01
PlaySimple Games,21839579524 » am-android-foryou-large-ib-high,0.65%,212.84,"9,482",22.45
PlaySimple Games,21839579524 » am-android-foryou-large-ib-low,0.29%,100.71,"26,353",3.82
PlaySimple Games,21839579524 » am-android-foryou-large-ib-medium,0.52%,72.09,"12,809",5.63
Playa Games,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.28
Playboy Enterprises,21839579524 » am-android-foryou-large-ib-high,0.00%,0.23,16,14.53
Playboy Enterprises,21839579524 » am-android-foryou-large-ib-low,4.00%,0.08,25,3.24
Playboy Enterprises,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.29,46,6.26
Played Online,21839579524 » am-android-foryou-large-ib-high,0.00%,0.44,36,12.33
Played Online,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,32,3.07
Played Online,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.13,25,5.01
Playgendary,21839579524 » am-android-foryou-large-ib-high,0.00%,0.23,19,12.01
Playgendary,21839579524 » am-android-foryou-large-ib-low,0.62%,0.48,160,3.02
Playgendary,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.50,100,5.01
Playrix,21839579524 » am-android-foryou-large-ib-high,0.29%,"1,399.97","113,484",12.34
Playrix,21839579524 » am-android-foryou-large-ib-low,0.17%,191.08,"59,578",3.21
Playrix,21839579524 » am-android-foryou-large-ib-medium,0.20%,466.26,"87,663",5.32
Playtika,21839579524 » am-android-foryou-large-ib-high,0.59%,164.13,"13,448",12.20
Playtika,21839579524 » am-android-foryou-large-ib-low,0.19%,38.82,"12,634",3.07
Playtika,21839579524 » am-android-foryou-large-ib-medium,0.21%,90.07,"17,765",5.07
Plow & Hearth,21839579524 » am-android-foryou-large-ib-high,1.84%,20.51,"1,685",12.17
Plow & Hearth,21839579524 » am-android-foryou-large-ib-low,0.94%,11.05,"3,633",3.04
Plow & Hearth,21839579524 » am-android-foryou-large-ib-medium,0.84%,16.12,"3,197",5.04
Pluralsight,21839579524 » am-android-foryou-large-ib-high,1.04%,8.69,675,12.87
Pluralsight,21839579524 » am-android-foryou-large-ib-low,0.00%,0.94,306,3.06
Pluralsight,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.41,475,5.06
Pocket Gems,21839579524 » am-android-foryou-large-ib-high,0.46%,20.20,"1,530",13.20
Pocket Gems,21839579524 » am-android-foryou-large-ib-low,0.23%,7.36,"2,202",3.34
Pocket Gems,21839579524 » am-android-foryou-large-ib-medium,0.31%,14.50,"2,586",5.61
Polar Electro,21839579524 » am-android-foryou-large-ib-high,0.73%,16.55,"1,378",12.01
Polar Electro,21839579524 » am-android-foryou-large-ib-low,0.05%,5.91,"1,948",3.03
Polar Electro,21839579524 » am-android-foryou-large-ib-medium,0.69%,11.72,"2,329",5.03
Policygenius,21839579524 » am-android-foryou-large-ib-high,0.49%,56.40,"4,677",12.06
Policygenius,21839579524 » am-android-foryou-large-ib-low,0.19%,16.10,"5,295",3.04
Policygenius,21839579524 » am-android-foryou-large-ib-medium,0.25%,40.55,"8,055",5.03
Pond5,21839579524 » am-android-foryou-large-ib-high,3.91%,2.79,230,12.15
Pond5,21839579524 » am-android-foryou-large-ib-low,0.12%,2.54,841,3.02
Pond5,21839579524 » am-android-foryou-large-ib-medium,1.03%,1.95,387,5.03
Poolwerx,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.01
Poolwerx,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,7,5.01
PopMog,21839579524 » am-android-foryou-large-ib-high,0.78%,1.94,129,15.01
PopMog,21839579524 » am-android-foryou-large-ib-low,0.37%,2.86,815,3.51
PopMog,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.14,322,6.66
Poppin,21839579524 » am-android-foryou-large-ib-high,1.40%,10.29,856,12.03
Poppin,21839579524 » am-android-foryou-large-ib-low,0.21%,11.32,"3,745",3.02
Poppin,21839579524 » am-android-foryou-large-ib-medium,0.82%,12.29,"2,443",5.03
Porsche Dealers,21839579524 » am-android-foryou-large-ib-high,0.00%,0.24,20,12.01
Porsche Dealers,21839579524 » am-android-foryou-large-ib-low,1.03%,0.29,97,3.03
Porsche Dealers,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.34,67,5.01
Port Aransas Chamber Of Commerce & Tourist Bureau,21839579524 » am-android-foryou-large-ib-high,0.98%,18.41,"1,531",12.03
Port Aransas Chamber Of Commerce & Tourist Bureau,21839579524 » am-android-foryou-large-ib-low,0.12%,2.59,859,3.01
Port Aransas Chamber Of Commerce & Tourist Bureau,21839579524 » am-android-foryou-large-ib-medium,0.27%,7.50,"1,496",5.01
Portugal Trails,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Portugal Trails,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Poshmark - 66763273,21839579524 » am-android-foryou-large-ib-high,0.00%,2.02,167,12.08
Poshmark - 66763273,21839579524 » am-android-foryou-large-ib-low,0.15%,2.02,666,3.03
Poshmark - 66763273,21839579524 » am-android-foryou-large-ib-medium,0.70%,2.18,427,5.09
Postal Exam 473,21839579524 » am-android-foryou-large-ib-high,2.06%,37.62,"3,106",12.11
Postal Exam 473,21839579524 » am-android-foryou-large-ib-low,0.71%,17.02,"5,618",3.03
Postal Exam 473,21839579524 » am-android-foryou-large-ib-medium,1.13%,25.00,"4,950",5.05
Potpourri Group,21839579524 » am-android-foryou-large-ib-high,2.49%,87.74,"6,794",12.91
Potpourri Group,21839579524 » am-android-foryou-large-ib-low,1.38%,36.62,"11,724",3.12
Potpourri Group,21839579524 » am-android-foryou-large-ib-medium,2.12%,56.85,"10,689",5.32
Power Equipment Direct,21839579524 » am-android-foryou-large-ib-high,1.86%,44.08,"3,659",12.05
Power Equipment Direct,21839579524 » am-android-foryou-large-ib-low,1.02%,14.60,"4,818",3.03
Power Equipment Direct,21839579524 » am-android-foryou-large-ib-medium,1.46%,25.24,"4,998",5.05
Precious Accents,21839579524 » am-android-foryou-large-ib-high,0.00%,0.28,23,12.17
Precious Accents,21839579524 » am-android-foryou-large-ib-low,1.69%,0.18,59,3.01
Precious Accents,21839579524 » am-android-foryou-large-ib-medium,5.63%,0.36,71,5.03
Premier Bathrooms,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Premier Bathrooms,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,9,3.01
Premier Bathrooms,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,8,5.01
Premier Farnell,21839579524 » am-android-foryou-large-ib-high,0.39%,12.46,"1,033",12.06
Premier Farnell,21839579524 » am-android-foryou-large-ib-low,0.22%,5.52,"1,818",3.04
Premier Farnell,21839579524 » am-android-foryou-large-ib-medium,0.32%,9.42,"1,872",5.03
Premier Investments,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.00
Premier Investments,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,6.23
Prep Sportswear,21839579524 » am-android-foryou-large-ib-high,3.50%,1.75,143,12.24
Prep Sportswear,21839579524 » am-android-foryou-large-ib-low,1.82%,1.33,440,3.02
Prep Sportswear,21839579524 » am-android-foryou-large-ib-medium,3.77%,1.88,371,5.07
Prepaid Services Company Ltd,21839579524 » am-android-foryou-large-ib-high,0.00%,0.11,9,12.01
Prepaid Services Company Ltd,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,4,5.01
Presidential Limousine,21839579524 » am-android-foryou-large-ib-high,0.00%,0.66,55,12.05
Presidential Limousine,21839579524 » am-android-foryou-large-ib-low,0.00%,0.56,186,3.03
Presidential Limousine,21839579524 » am-android-foryou-large-ib-medium,0.88%,0.57,114,5.03
Pret d'union,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Pretty Litter,21839579524 » am-android-foryou-large-ib-high,0.00%,1.42,117,12.17
Pretty Litter,21839579524 » am-android-foryou-large-ib-low,1.85%,0.16,54,3.05
Pretty Litter,21839579524 » am-android-foryou-large-ib-medium,1.77%,0.58,113,5.16
Primal Health,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Primal Health,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Primo Japan,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,12,3.01
Primrose London,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
Primrose Schools Franchisees,21839579524 » am-android-foryou-large-ib-high,14.29%,0.08,7,12.01
Primrose Schools Franchisees,21839579524 » am-android-foryou-large-ib-low,0.00%,0.12,40,3.01
Primrose Schools Franchisees,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.18,35,5.01
Princess Hotels,21839579524 » am-android-foryou-large-ib-high,0.00%,0.10,8,12.01
Princess Hotels,21839579524 » am-android-foryou-large-ib-low,0.00%,0.14,47,3.00
Princess Hotels,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.20,40,5.00
Princess Polly Online,21839579524 » am-android-foryou-large-ib-high,12.50%,0.10,8,12.00
Princess Polly Online,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,12,3.06
Princess Polly Online,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,7,5.90
Principal Financial Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.00
Principal Financial Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.00
Print O Graph,21839579524 » am-android-foryou-large-ib-high,1.34%,19.10,"1,566",12.20
Print O Graph,21839579524 » am-android-foryou-large-ib-low,0.23%,5.20,"1,718",3.03
Print O Graph,21839579524 » am-android-foryou-large-ib-medium,0.80%,10.03,"1,988",5.04
Printemps Holding,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.00
Pro Athlete,21839579524 » am-android-foryou-large-ib-high,1.08%,14.54,"1,206",12.06
Pro Athlete,21839579524 » am-android-foryou-large-ib-low,1.13%,4.80,"1,589",3.02
Pro Athlete,21839579524 » am-android-foryou-large-ib-medium,1.68%,8.09,"1,603",5.05
ProSiebenSat1 Media,21839579524 » am-android-foryou-large-ib-high,1.57%,85.56,"6,359",13.46
ProSiebenSat1 Media,21839579524 » am-android-foryou-large-ib-low,0.27%,143.29,"46,286",3.10
ProSiebenSat1 Media,21839579524 » am-android-foryou-large-ib-medium,0.44%,110.34,"21,424",5.15
Procter & Gamble,21839579524 » am-android-foryou-large-ib-high,1.49%,13.82,"1,140",12.12
Procter & Gamble,21839579524 » am-android-foryou-large-ib-low,0.39%,6.23,"2,053",3.03
Procter & Gamble,21839579524 » am-android-foryou-large-ib-medium,0.76%,9.92,"1,961",5.06
Progressive Corporation,21839579524 » am-android-foryou-large-ib-high,0.00%,0.59,49,12.01
Progressive Corporation,21839579524 » am-android-foryou-large-ib-low,0.00%,0.06,21,3.05
Progressive Corporation,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.20,39,5.01
Promod,21839579524 » am-android-foryou-large-ib-high,1.74%,3.65,287,12.71
Promod,21839579524 » am-android-foryou-large-ib-low,0.70%,1.79,571,3.13
Promod,21839579524 » am-android-foryou-large-ib-medium,1.43%,2.51,490,5.12
Pronto Chargers,21839579524 » am-android-foryou-large-ib-high,0.00%,0.10,8,12.01
Pronto Chargers,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,18,3.04
Pronto Chargers,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.08,15,5.01
Property Guru,21839579524 » am-android-foryou-large-ib-high,0.43%,2.81,230,12.22
Property Guru,21839579524 » am-android-foryou-large-ib-low,0.00%,2.71,891,3.04
Property Guru,21839579524 » am-android-foryou-large-ib-medium,0.14%,3.60,710,5.08
Property Pathways,21839579524 » am-android-foryou-large-ib-high,28.57%,0.08,7,12.01
Property Pathways,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,8,3.01
Property Pathways,21839579524 » am-android-foryou-large-ib-medium,6.25%,0.08,16,5.01
Protect America,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Protect America,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Proteinfabrikken,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Provenance Hotels,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Provenance Hotels,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,6,3.01
Provenance Hotels,21839579524 » am-android-foryou-large-ib-medium,25.00%,0.02,4,5.01
Providence Equity Partners,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.00
Providence Equity Partners,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,6,5.00
Providence Health & Services,21839579524 » am-android-foryou-large-ib-high,0.00%,0.04,3,12.01
Providence Health & Services,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Providence Health & Services,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,6,5.01
Prudential Financial,21839579524 » am-android-foryou-large-ib-high,1.75%,26.90,"2,167",12.41
Prudential Financial,21839579524 » am-android-foryou-large-ib-low,0.32%,5.82,"1,902",3.06
Prudential Financial,21839579524 » am-android-foryou-large-ib-medium,0.65%,10.28,"2,011",5.11
Public Broadcasting Service,21839579524 » am-android-foryou-large-ib-high,3.61%,3.07,249,12.33
Public Broadcasting Service,21839579524 » am-android-foryou-large-ib-low,0.98%,1.57,511,3.06
Public Broadcasting Service,21839579524 » am-android-foryou-large-ib-medium,2.24%,2.29,446,5.13
Public Service Enterprise Group,21839579524 » am-android-foryou-large-ib-high,0.88%,6.93,570,12.15
Public Service Enterprise Group,21839579524 » am-android-foryou-large-ib-low,0.61%,3.46,"1,143",3.03
Public Service Enterprise Group,21839579524 » am-android-foryou-large-ib-medium,0.47%,5.35,"1,060",5.04
Public Storage,21839579524 » am-android-foryou-large-ib-high,0.88%,5.51,456,12.09
Public Storage,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,32,3.19
Public Storage,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.50,97,5.16
Publicis Groupe S.A.,21839579524 » am-android-foryou-large-ib-high,0.00%,0.33,21,15.56
Publicis Groupe S.A.,21839579524 » am-android-foryou-large-ib-low,5.19%,0.25,77,3.29
Publicis Groupe S.A.,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.28,49,5.73
Publishers Clearing House,21839579524 » am-android-foryou-large-ib-high,1.97%,939.90,"76,871",12.23
Publishers Clearing House,21839579524 » am-android-foryou-large-ib-low,0.51%,417.83,"137,465",3.04
Publishers Clearing House,21839579524 » am-android-foryou-large-ib-medium,0.83%,488.44,"96,479",5.06
Publix Super Markets,21839579524 » am-android-foryou-large-ib-high,2.01%,3.65,299,12.21
Publix Super Markets,21839579524 » am-android-foryou-large-ib-low,0.37%,6.45,"1,635",3.94
Publix Super Markets,21839579524 » am-android-foryou-large-ib-medium,0.70%,2.15,426,5.06
Puerto Rico,21839579524 » am-android-foryou-large-ib-low,0.00%,0.09,23,3.77
Puffy Mattress,21839579524 » am-android-foryou-large-ib-high,1.21%,19.19,"1,568",12.24
Puffy Mattress,21839579524 » am-android-foryou-large-ib-low,0.38%,4.80,"1,565",3.07
